================ Training Loss (Tue Apr  9 16:17:58 2019) ================
(epoch: 1, iters: 100, time: 2.825, data: 0.175) D_A: 0.440 G_A: 0.562 cycle_A: 2.066 idt_A: 1.415 D_B: 0.250 G_B: 0.384 cycle_B: 3.269 idt_B: 0.912 
(epoch: 1, iters: 200, time: 2.827, data: 0.002) D_A: 0.240 G_A: 0.524 cycle_A: 1.768 idt_A: 1.433 D_B: 0.215 G_B: 0.496 cycle_B: 3.584 idt_B: 0.545 
(epoch: 1, iters: 300, time: 2.825, data: 0.003) D_A: 0.204 G_A: 0.233 cycle_A: 1.120 idt_A: 0.565 D_B: 0.286 G_B: 0.580 cycle_B: 1.366 idt_B: 0.545 
(epoch: 1, iters: 400, time: 3.233, data: 0.002) D_A: 0.283 G_A: 0.557 cycle_A: 4.311 idt_A: 2.094 D_B: 0.241 G_B: 0.236 cycle_B: 5.289 idt_B: 1.857 
(epoch: 1, iters: 500, time: 2.830, data: 0.002) D_A: 0.212 G_A: 1.067 cycle_A: 1.945 idt_A: 1.445 D_B: 0.270 G_B: 0.167 cycle_B: 3.408 idt_B: 0.603 
(epoch: 1, iters: 600, time: 2.794, data: 0.001) D_A: 0.219 G_A: 0.502 cycle_A: 2.891 idt_A: 1.392 D_B: 0.314 G_B: 0.723 cycle_B: 2.955 idt_B: 1.050 
(epoch: 1, iters: 700, time: 2.863, data: 0.002) D_A: 0.365 G_A: 0.098 cycle_A: 2.695 idt_A: 0.932 D_B: 0.398 G_B: 0.767 cycle_B: 1.944 idt_B: 1.251 
(epoch: 1, iters: 800, time: 3.278, data: 0.003) D_A: 0.295 G_A: 1.052 cycle_A: 1.037 idt_A: 1.386 D_B: 0.137 G_B: 0.344 cycle_B: 3.049 idt_B: 0.461 
(epoch: 1, iters: 900, time: 2.845, data: 0.002) D_A: 0.229 G_A: 0.274 cycle_A: 2.141 idt_A: 1.103 D_B: 0.186 G_B: 0.347 cycle_B: 3.173 idt_B: 0.876 
(epoch: 1, iters: 1000, time: 2.806, data: 0.002) D_A: 0.107 G_A: 0.406 cycle_A: 1.385 idt_A: 0.710 D_B: 0.339 G_B: 1.126 cycle_B: 2.010 idt_B: 0.860 
(epoch: 2, iters: 100, time: 2.830, data: 0.213) D_A: 0.226 G_A: 1.244 cycle_A: 1.931 idt_A: 0.805 D_B: 0.101 G_B: 0.781 cycle_B: 1.982 idt_B: 0.776 
(epoch: 2, iters: 200, time: 3.283, data: 0.002) D_A: 0.205 G_A: 0.358 cycle_A: 1.587 idt_A: 0.676 D_B: 0.529 G_B: 1.199 cycle_B: 1.848 idt_B: 0.668 
(epoch: 2, iters: 300, time: 2.819, data: 0.002) D_A: 0.165 G_A: 0.286 cycle_A: 1.971 idt_A: 1.032 D_B: 0.177 G_B: 0.646 cycle_B: 2.208 idt_B: 0.663 
(epoch: 2, iters: 400, time: 2.845, data: 0.002) D_A: 0.197 G_A: 0.600 cycle_A: 1.369 idt_A: 0.553 D_B: 0.128 G_B: 0.499 cycle_B: 1.675 idt_B: 0.559 
(epoch: 2, iters: 500, time: 2.821, data: 0.002) D_A: 0.189 G_A: 0.272 cycle_A: 1.192 idt_A: 0.752 D_B: 0.190 G_B: 0.345 cycle_B: 1.840 idt_B: 0.554 
(epoch: 2, iters: 600, time: 3.170, data: 0.002) D_A: 0.116 G_A: 0.346 cycle_A: 2.604 idt_A: 1.746 D_B: 0.385 G_B: 0.545 cycle_B: 3.436 idt_B: 1.483 
